"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"17423638","17423638",NA,NA,NA,0.140567912822874,3.70317314378195,1.62013845464519,0.121244068816975,0.575509150724728,-4.67407847075661
"17366878","17366878","100124642","Mir467a-3","microRNA 467a-3",-0.264457475100264,6.09514202181553,-1.61985259151459,0.121305793143227,0.575713756560027,-4.67446914460362
"17421895","17421895","435818","Slc2a7","solute carrier family 2 (facilitated glucose transporter), member 7",0.0814181918177699,2.5348371793277,1.61973949110614,0.121330221397408,0.575741320688743,-4.6746236987624
"17420091","17420091","74326","Hnrnpr","heterogeneous nuclear ribonucleoprotein R",-0.173110522205,7.98473788812856,-1.61953284527492,0.121374864988534,0.575789513075877,-4.67490606409192
"17536624","17536624","53310","Dlg3","discs large MAGUK scaffold protein 3",-0.107742708086727,3.17857677899876,-1.61948766447772,0.121384627654613,0.575789513075877,-4.67496779654897
"17255828","17255828","246198","Mllt6","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6",-0.2167870431083,7.16821943130312,-1.61943040439487,0.121397001363738,0.575789513075877,-4.67504603161524
"17359796","17359796","226154","Lzts2","leucine zipper, putative tumor suppressor 2",-0.107999460908383,2.53299007421241,-1.61934774810442,0.121414864982365,0.575789513075877,-4.67515896217322
"17529617","17529617","666747","Trim43b","tripartite motif-containing 43B",0.152799651466626,2.67181867026752,1.61902667332981,0.121484276458337,0.575955709988138,-4.67559759545303
"17413591","17413591","64424","Polr1e","polymerase (RNA) I polypeptide E",-0.229934095681886,5.92938755489302,-1.61892118457251,0.121507088820411,0.575955709988138,-4.67574169383983
"17331642","17331642","27393","Mrpl39","mitochondrial ribosomal protein L39",0.118730402521477,8.3448295792603,1.61880604410773,0.121531992524155,0.575955709988138,-4.67589896857436
"17292632","17292632",NA,NA,NA,-0.336803566979572,7.04010120522461,-1.6188052779957,0.121532158240753,0.575955709988138,-4.67590001500808
"17459395","17459395","243469","Igk","immunoglobulin kappa chain complex",-0.122548351281639,2.73112682091861,-1.61875494174773,0.121543046819942,0.575955709988138,-4.67596876856933
"17541736","17541736","56096","Plac1","placental specific protein 1",-0.136079151134638,2.85028838360606,-1.61837015363072,0.121626310150878,0.576222856198014,-4.67649429273181
"17532647","17532647",NA,NA,NA,0.24905816799262,11.69561602779,1.61823547402758,0.121655464487405,0.576222856198014,-4.67667820941913
"17236800","17236800","13179","Dcn","decorin",0.101171141813678,2.57100922931667,1.61813188575448,0.121677892435005,0.576222856198014,-4.67681966046706
"17359055","17359055","107371","Exoc6","exocyst complex component 6",-0.18861082652954,7.67344788731211,-1.61810743453736,0.121683186888317,0.576222856198014,-4.67685304792118
"17333748","17333748","665210","Vmn2r91","vomeronasal 2, receptor 91",-0.169579286355223,3.18130453095814,-1.61806395564876,0.121692601907278,0.576222856198014,-4.67691241620428
"17275875","17275875","69706","Lrr1","leucine rich repeat protein 1",0.379522873039098,5.16559880813065,1.61776264013557,0.121757866337056,0.57640611763163,-4.67732381517092
"17288057","17288057","75316","Taf1d","TATA-box binding protein associated factor, RNA polymerase I, D",-0.251316727767233,6.12183808299926,-1.61771315004071,0.121768588627743,0.57640611763163,-4.67739138067732
"17238359","17238359","28194","Apon","apolipoprotein N",-0.11924215854879,2.53476771791868,-1.61748681991047,0.121817634388741,0.57655001611815,-4.67770035446379
"17267049","17267049","78471","1700109G15Rik","RIKEN cDNA 1700109G15 gene",-0.0836256695594675,2.52119273266976,-1.61711720247476,0.121897766315911,0.576821934104088,-4.67820486740075
"17395695","17395695","102632741","Gm14342","predicted gene 14342",0.16934270276549,2.57106222295271,1.61697280715901,0.12192908284142,0.576821934104088,-4.67840193794302
"17326895","17326895","12013","Bach1","BTB and CNC homology 1, basic leucine zipper transcription factor 1",-0.26849253886944,5.69880649011759,-1.61694538103731,0.121935031797961,0.576821934104088,-4.67843936760205
"17428698","17428698","100502959","AV051173","expressed sequence AV051173",0.169248306541421,3.6291702057022,1.61686334685189,0.121952827162849,0.576821934104088,-4.67855132052204
"17537520","17537520","211208","Gm382","predicted gene 382",-0.128817467209964,2.71273612649316,-1.61679173386318,0.121968363686046,0.576821934104088,-4.67864904807623
"17386718","17386718","620631","Ttc30a2","tetratricopeptide repeat domain 30A2",-0.13868068907182,2.58194491791668,-1.61662913929319,0.122003644963943,0.576900550892354,-4.67887092283942
"17277060","17277060",NA,NA,NA,0.118566073608735,10.1852354891682,1.61633736367581,0.122066978705245,0.577038315721734,-4.67926903508391
"17218079","17218079","108989","Tpr","translocated promoter region, nuclear basket protein",-0.286592391664136,9.13924886960486,-1.61632296777951,0.122070104241134,0.577038315721734,-4.67928867613373
"17247490","17247490","327872","Gm12018","predicted gene 12018",0.109966115416485,2.88781215867293,1.61600266274831,0.122139664062032,0.577169089414012,-4.67972565088566
"17400682","17400682","213121","Ankrd35","ankyrin repeat domain 35",-0.103769929722304,2.51160052740544,-1.61597331494982,0.122146039117794,0.577169089414012,-4.67976568527529
"17398734","17398734","11801","Cd5l","CD5 antigen-like",0.117063134924663,2.47704145662292,1.61590212900282,0.122161503601872,0.577169089414012,-4.67986279034713
"17490589","17490589","14132","Fcgrt","Fc receptor, IgG, alpha chain transporter",0.15691675023287,3.40465811930997,1.61583516642552,0.122176052103795,0.577169089414012,-4.67995413140051
"17526980","17526980","723849","Mir34b","microRNA 34b",0.173434859000676,2.97229457090671,1.61576590530633,0.122191101529887,0.577169089414012,-4.68004860484701
"17466615","17466615",NA,NA,NA,-0.127198496949329,7.83581269667469,-1.61557977956928,0.122231551662302,0.577271968443312,-4.68030246888518
"17277265","17277265","66381","Rnf113a2","ring finger protein 113A2",0.203078716236194,6.95763640095413,1.61539995765565,0.122270642517684,0.57736839747202,-4.68054771425826
"17481352","17481352","404318","Olfr681","olfactory receptor 681",0.137584880752199,3.52283518052121,1.61493308368561,0.122372183782342,0.577729460653038,-4.68118435329991
"17442010","17442010","17906","Myl2","myosin, light polypeptide 2, regulatory, cardiac, slow",0.123276197888979,3.05266323024174,1.61487659231392,0.122384475008972,0.577729460653038,-4.68126137683243
"17341080","17341080","21826","Thbs2","thrombospondin 2",0.113256086634892,2.59734844317149,1.61452765139765,0.122460419599383,0.577975949133422,-4.68173709823275
"17276787","17276787","77974","Rdh12","retinol dehydrogenase 12",0.113229604771429,2.76723483742156,1.61446492563712,0.122474075637845,0.577975949133422,-4.68182260600179
"17285883","17285883","214158","Trim38","tripartite motif-containing 38",0.115548886342376,2.72955275996879,1.61433160955478,0.122503104170028,0.578008865614303,-4.68200433430949
"17531870","17531870","75100","4930525D18Rik","RIKEN cDNA 4930525D18 gene",-0.221890446489898,3.38932083656442,-1.61426119799555,0.122518438073614,0.578008865614303,-4.68210031052709
"17340366","17340366","71828","Gtf2a1l","general transcription factor IIA, 1-like",-0.109526411213474,2.46922029790973,-1.61389891153139,0.122597360702099,0.578292966118825,-4.6825940848521
"17374807","17374807","69065","Chac1","ChaC, cation transport regulator 1",-0.309013341989075,6.63637831408877,-1.61369550451344,0.122641690855945,0.578413831797714,-4.68287128007551
"17447310","17447310","16976","Lrpap1","low density lipoprotein receptor-related protein associated protein 1",0.293256634062356,6.30991199835561,1.61289593508968,0.122816078395951,0.579147955467866,-4.68396065059117
